,user,tweet,location,keyword
470,ish WTF CHANGMIN RED HAIR,i will not hesitate to commit arson on mnet https://t.co/fDqkbCODRv,WHAT,arson
471,mooey 🍡 @ CAKE DAY,"@enemynb YEAH!!! ARSON!!!!!!
LERTS COMMIT ARSON TOGETHER!!!!!!!!!!!!!",any pronouns,arson
472,XxCookieOwOxX08,@karlitoes_ Arson 🥺,"She/Her, Asexual",arson
473,mona👻🎃,@karlitoes_ help with getting a flamethrower? 🥺 sorry arson is all i know 🥺,"England, United Kingdom",arson
474,‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ ✧┊𝙍𝙤𝙬𝙖𝙣,"⠀⠀⠀⠀⠀
      ⠀I'm gonna commit arson 
⠀⠀⠀",└➤ 𝑷𝑬𝑬𝑹𝑳𝑬𝑺𝑺 𝑷𝑹𝑰𝑵𝑪𝑬,arson
475,Minceraft McClean💕♡,"I would do 1 of 2 things:

Arson
Fixing shit https://t.co/aNi9F4t9hp","16, any pronouns",arson
476,avarae,Arson 😍😍😍 https://t.co/2hUy7rjCJ0,,arson
477,Lucy Grace,fbi agent pls ignore this tweet but I would commit arson for a bag of those caramel apple suckers,Minneapolis,arson
478,Hayden Weihl,@FrancisBean_ is arson an emotion? who's to say.,"Marietta, Ohio",arson
479,Turbo Trump🏁🇺🇲,"https://t.co/xARCo7h57v

Disgustingly disgraceful",Twilight Zone,arson
480,mona👻🎃,@karlitoes_ i commited arson on an orphanage and now i’m not legally allowed to adopt children🥺,"England, United Kingdom",arson
481,Luli Is Spooky,"Lil miss arson❤🔥
#Genshin_Impact https://t.co/B4rl9fvG2x",Wendy's parking lot,arson
482,♡Deku wuvs you♡,@maiddabi I WILL COMMIT ARSON-,Rp | BLM,arson
483,Aᴋᴀɴᴇ Oᴡᴀʀɪ,"To; @ya_boi_yoshiDA

3:01am
💬 Arson
💬 That's my plan",,arson
484,Grey Loves Levi,@YouLoveLucifer Ooo Arson!! Let me join you! We burn everything except for Levis room because I’m bias 😌,Spain Without The S,arson
485,John Carpo,@theblaze Tough guy go stop the looting rioting and arson ! Poll watchers can observe,,arson
486,indyjoe,"@stanislawpak @JackPosobiec What peaceful protests? Rioting, looting and arson",,arson
487,El Cid,"We’ve all been there. 

Man threatened to torch flats after being denied oral sex he paid for https://t.co/rcg16A6ix7",Wales,arson
488,Topher,"@rootie2shoes @OregonGovBrown unnecessary?  What does it take for them to be necessary? if riots, arson, murder, graffiti and on and on doesn't do it, then what does in your mind?? I mean, if you're joking this comment is hilarious, if not, then I worry about what you and others think it takes for such action",,arson
489,Dre • Happy Halloween!,"@cIaycafe I’m in Tommy house, so you’re chaotic enough to kidnap an orphan while I’m chaotic enough to commit arson",,arson
490,gaby シ,"just committed arson, feeling good",,arson
491,🎃 Blapz 🎃,@iFireMonkey commit arson on my own house,in Gage's room~,arson
492,bella | eliminate whosfan,if there are eliminations i will commit arson on mnet,right here,arson
493,zymmonin,quackity arson,ur mum,arson
494,ًMurderer Horror Gay Catboys,Wtf AYE THEY COMMIT ARSON CRIME IN MNET https://t.co/SkqOLYr48J,He/they 15 aroace bi black ,arson
495,spoopy toad 🐸,@sapnapping hi arson :],"Hell, MI",arson
496,eris⁹¹♡’s steph,hey i’m sorry for committing arson 😕👎🏻 tpwk ✨,waterparks,arson
497,BooTay👻,"Idk y’all wanna commit arson or protest or some shit, I’m over the world.",,arson
498,WhatIsTrue,@PNKFFinal @w_terrence People rioting in Philadelphia. Destroyed this business. Riots and arson have been happening all over the US since this summer.,,arson
499,Inoue,"@LibelCat wait what sam plays genshin?

my dumbass wants to ask for ui so we can commit arson together",🇵🇭,arson
500,theSpeakerofTruth,"The latest from the antichrist, the renegade, the lawless one, the little horn...
https://t.co/AXoB8DTGde",,arson
501,Republican-Justicialist,"Philadelphia is on fire with riots, violence, arson, &amp; disorder.
https://t.co/3baO8SFCGz",USA,arson
502,Coco's Toybox,"@Zippergothic ""you look nice n all, but that excuse from your 28 cases of arson",the islands forgotten by time,arson
503,Annaliese,"@pussycigar @mmariinnaaa Pestilence, sexual, arson. Cool","Maryland, USA ",arson
504,overit,"“ members and associates of a white supremacist gang known as the 1488s. The 1488s have been charged as a criminal organization that was involved in narcotics distribution, arson, obstruction of justice, and acts of violence including murder, assault, and kidnapping.” https://t.co/RgTjxXToOc",,arson
505,Dean 🔪☠️,@Prettyboyyblues Same!!! I would commit arson to get a pair of the stack 301 demonias,"Washington, USA",arson
506,hoes,not my brother leaving me on delivered after he telling me i look like 6ix9ine. does he want me to commit arson?,she/they,arson
507,han/rain ☠︎︎,HOLY SHIT- i SOMEHOW JUST MIXED AXEL AND ARSON UP ??? i swear 🧍 i tthought arson was the one who posted the gummy looking baby not axel and then OMG,she / they !! wifey ❦,arson
508,ecosse_48nj 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🎃,"@atrupar See, that's the problem for Fucker Arson when nobody (sane) really cares about this shit to begin with.","Ocean, NJ",arson
509,SeedOfArson,"@botingformoney I doubt you “didn’t know how to delete screenshots” 
Maybe you posted success for a prize or a giveaway or maybe just because you wanted to look cool

But loosh is in the right here, he owns a big ass company and his DMs are always full",,arson
510,Arson/Bullet || Xe/Squir/They || 55 days,@adamschoccymilk @userboxess also yes. ik this is a late reply,They / them & Xe / Xem (15yo),arson
511,Arson/Bullet || Xe/Squir/They || 55 days,"@twomuchgrian @userboxess also, yes ik this is a late asf reply",They / them & Xe / Xem (15yo),arson
512,Arson/Bullet || Xe/Squir/They || 55 days,"@twomuchgrian @userboxess ok, so there are many types. it's basically like demiboy for example. one side is static, meaning it doesn't change, the other side however is fluid, and can change. for example i am demifluid boy, so my static side is boy, and the other side can change from girl, agender, etc.",They / them & Xe / Xem (15yo),arson
513,2 years w IZ*ONE🌈💫//Suyeon's hoe- Kun Stan,"Everytime this fugly retweet thing comes up, I want to commit fucking arson, HNNMMMMMM",I'm in the state of Missouri ,arson
514,YHWH 🇳🇬,"Hoodlums are NOT #EndSARS protesters. I repeat. Hoodlums are NOT #EndSARS protesters. If your going to comment about the looting, arson and current violent activities, be specific. Those looting warehouses and torching properties have their own message. /1",Nigeria,arson
515,Strong,"@SparKnights 《Yeah uh huh. Well I've already bombed Mondstadt with Amber so count me in to assist in your arson》

Woof",In your arms licking your face,arson
516,🎃 Athena 🎃🦉💕🏧HAPPY HALLOWEEN,Watch me not actually leave- anyways no NSFW flirting yee I'm talking to ARSON and min :) https://t.co/Kwsq18hUC9,owl Hoes gc snsbsjshau,arson
517,J U P I T E R💫,MANNNN I MISSED ARSON HOUR LOG OFF THING T-T,Minor! above 14 !,arson
518,Rachel Kass,Can we have a debate between Ian McShane and Morgan Freeman? Any topic and they can even interrupt each other; I just want to listen to them both talk.,,arson
519,SeedOfArson,@botingformoney Idk man I’m kinda on loosh’s side,,arson
520,Levi Ackerman,@colossalboi2 @eren_hoe We can commit arson together.,Lazy River,arson
521,CherishHistory,"More #Dogwhistles for #Democrat #Riots2020, #arson and #looting--thanks for being soooooo helpful, Joe. 🤦‍♀️🤦‍♀️ https://t.co/o1oTCj0tKW","Same User Name at Parler, yo!",arson
522,lisa,@lnbshr arson,NU YORK,arson
523,Sera (Team Redeem Solas) Marlowe,@MaevesChild Sexual Nation Arson... I have concerns.,"West Coast, British Columbia",arson
524,sophie🎃,arson’s tweets are making me cry cuz i feel like they’re saying all of that directly to me 😝😝,fasting ,arson
525,🧨,"@ie_santiago arson, drown, sex 😳","Seattle, WA",arson
526,chaosbear,@OikawaPlushy Arson,,arson
527,spica |clinically depressed muppet,@MrsMYLF @_benjvmins_ every day white women push me closer to arson lmao,,arson
528,##mar ☻ is going insane (x2),"// arson + fire
.
.
this is actually true i love taking arson to my relationships 😄 https://t.co/sj004nxDWn",read carrd + pronouny byf,arson
529,ERR_MARI.EXE_NOT_FOUND,"i think i moght start going by both arson and marijeta,, im not sure tho,,", committing arson,arson
530,brooklyn doran,@StregaNessa lmao i got sexual erotic arson.,"Toronto, Ontario",arson
531,/ * 𝗟𝗨𝗡𝗔 !!! (FEELIN EDGY),"@JARATEJAR @h3nt4ih4v3n GOODBYE- I will see you all in therapy &lt;/3

*googles how 2 commit arson and de-hyperfixate on tf2 at the same time*",probably in hell lol,arson
532,« 𝐜𝐚𝐫𝐚 »,@sapnapping sup arson,𝕤𝕙𝕖/𝕙𝕖𝕣 ʕ￫ᴥ￩ ʔ,arson
533,Damian Harmony,"@kcjones23 I’ve recently graduated to arson fantasies.  That’s ok, right?","Sacramento, CA",arson
534,Soap loves Liiiii,"@SCRIPTEDWOMEN who? i will commit m word, arson, and or kidnap someone",under someone’s umbrella,arson
535,"here, queer, and commiting arson.",WHERE DID MY BROTHER LEARN ABOUT ARSON WHAT IS THIS https://t.co/f4Rnojf9nf,"hell, probably",arson
536,Strong,@SparKnights 《Why does everyone want to commit arson all the time-》,In your arms licking your face,arson
537,Emeka,I bet you 70% of those picked up and paraded for arson and vandalization are innocent and were picked randomly with no intelligence backing it. #EndSARS,The Slums,arson
538,Crewmate Bot,"hey guys, white committed arson on cams.",The Skeld,arson
539,DR Hayward.. #SecondAmendment,"@RichardGrenell Richard, what happens when the riots and arson start targeting news media outlets like NYT, MSNBC, CNN, etc?",West of the Continental Divide,arson
540,sophie🎃,who do you hate arson 😐😐 https://t.co/3SvQvggfRZ,fasting ,arson
541,jas 🎵 is sleeping,@sapnapping ARSON POG,remember to eat ur water!!,arson
542,DR Hayward.. #SecondAmendment,"What happens when the riots and arson start targeting news media outlets like NYT, MSNBC, CNN, etc?",West of the Continental Divide,arson
543,B E L L A 🎃 ~ mmgc | cpkgc,@sapnapping YEHHHH ARSON,| She/Her ~ 16 |,arson
544,The Global Statesman ➡️ 🇺🇲,"@CandyGirlCLW @jumaryteacher #BidenCrimeFamiily means looting, riots, arson
no #LawAndOrder 
#DefundThePolice 
#BlueFlu
Seattle, Philadelphia, Portland https://t.co/ZljOcmptHj",North Carolina,arson
545,𝓜𝖺𝗌𝖺𝗒𝗈𝗌𝗁𝗂 𝖳𝖺𝗇𝗂𝗆𝗎𝗋𝖺.,"╱ This is a reminder. Twitter if you don't make an editing option soon, I'll commit arson. https://t.co/rV335HC3ZW",(  𝗞𝗔𝗠𝗨𝗥𝗢𝗖𝗛𝗢.  ) ,arson
546,Roc | Memento Mori,@swaggymadiyes mom pics pwease 🥺,they/he/she 🦴 15 🦴 white,arson
547,Bridget May,"@NateSilver538 @Nate_Cohn I'm tired of the extreme liberal hatred, vitriol, bigotry, intolerance, riots, looting, arson, destruction of personal property, violence toward police or innocent bystanders, acceptance of Democrat corruption and hypocrisy, fear-mongering, threats to my rights, homeless crisis..","Longview, WA",arson
548,ERR_MARI.EXE_NOT_FOUND,"oomfs,,,, can u refer to me as arson? i wanna try smth,,,,", committing arson,arson
549,Capt. Bam Bam 🇺🇸,"Get real @Jack 
When Joe Biggs says he’ll defend himself if attacked 
(gets banned) YET Antifa actively/repeatedly plans meeting points to cause mass violence, arson and riots keeps their platform THE BIAS IS OBVIOUS!!!

 @tedcruz","Jax Beach, FL USA",arson
550,Debbie,"@ella_arson @darndifino @barbaraward235 Not much funding for us, because who know how much he even helped them. He’s just lined his pockets &amp; loves his power.","Kentucky, USA",arson
551,ProfessorPublius,"@AP These delays are shockingly stupid. We have riots, arson, looting, and violence attacks on police, which the video could (potentially) decrease. Delays increase the destruction of our neighborhoods.",A state where Dem/GOP both lie,arson
552,DCConservative,@TruthsOverTrump @JoeBiden What is it with leftists and arson?,"Washington, D.C.",arson
553,delana dont know nonbody ♦️,@twsimpnips ARSON YOU GOD,they//them | 15,arson
554,ava | ia bc uni,him and minseok gonna commit arson on their first day back I can feel it,19 | she/her? | 🇬🇭 | uk,arson
555,You,"@TreacyWolf also
@VideoEditBot speed = 2, tc = arson",???,arson
556,Childish_Gidbino,"@steamed_arson Well I mean I can’t argue with that, a hot goth girl is a hot goth girl, but really watch dragon ball it smacks, especially the og",,arson
557,Amyz_da_masterz,arson https://t.co/nhB7WSkh1S,my animal crossing island,arson
558,🇨🇦 Azathot 🌹 ✊ 🏳️‍🌈(ally),"@EvenceWang @prageru A man got killed by police for being autistic and laying on the ground. 

Are you implying arson justifies extrajudicial murder?

I dont give a fuck about looting honestly. So youll have to find another argument from emotion",Canada,arson
559,bed,@prettyb0ishit Arson corn asexual,,arson
560,katie✨,“snowflake”??? see im over here tryna commit arson while youre all butthurt bc somebody told you that everyone deserves basic human rights😂😂 but okay come at me,,arson
561,🍓🎃Treacy🎃🍓,arson https://t.co/AwSjKXjnLb,Under your bed :),arson
562,Robert Raker,“This is not your engagement Inspector…Where is Obasi Cason?”  #TheActvist Available for download #kindle @amazon #crime #arson #thriller #politics https://t.co/6DcBizUsoe,,arson
563,Lily（无念放松减压）,"@stillgray Primitive people think that robbery
stealing and arson are all peaceful
and they are different from the human view
In the eyes of us modern people
these are crimes
The wise men and primitive people cannot be in the same area. Liberia and Zimbabwe are the way primitive people live",,arson
564,Arson/Bullet || Xe/Squir/They || 55 days,"tw // death

i had a dream about my brother dying last night. im scared. what does it mean?",They / them & Xe / Xem (15yo),arson
565,🎃Ellies Lost in Halloween 🎃,(she's carrying a bag full of arson this halloween) https://t.co/p3WKHUzM8k,Angelic Pretty,arson
566,Dale West,"The Trump re-election day weather forecast is scattered shit-storms with a 94% chance of riots, looting &amp; arson.
Widespread shooting, violence &amp; antifa terror fronts expected to move from cities to the suburbs.",the Ozark Mountains,arson
567,Justin🌹🇲🇽🏳️‍🌈,@FreyjaErlings Arson prostate boner 🤔,"Bay Area, CA",arson
568,Arson/Bullet || Xe/Squir/They || 55 days,"ever just have a good day, then it turns bad when ur alone. like you finally had time to think, and maybe its not the best idea to do so",They / them & Xe / Xem (15yo),arson
569,Morgan Martin,"@ACorollaries @IsolateAndChill @EoinHiggins_ @twist_two ""Cover for him?""

The criticism is just breathtakingly illogical 7 days before an election against a fascist.

You think he's going to give the fascist right a talking point by saying ""looting and arson is justified"" right now? No politician in the WORLD would say that.",LA / KC,arson
570,mob📌EDITING COMMISSIONS OPEN,"^i hate it even more.
if I get coord c badge on monday and lose luca B badge I'm gonna commit arson
kinda expected to lose victor A badge, but still kinda sad... it's too hard in griffin for my stupid ass https://t.co/T0ee5t76en",he/him 18,arson
571,Pyro Regisvine,@LordOceanid Arson is an art. The cave is my canvas to do whatever I desire.,,arson
572,Liyyyyyy (Read Ultimus in pinned),arson https://t.co/57ebIoBDUU,Kissing Irwin Violently,arson
573,Roc | Memento Mori,@skanksapphic 17 is a v good number idk what you're talking about,they/he/she 🦴 15 🦴 white,arson
574,Dr. Eam 🩺,"@Ramen90272013 @JustaMinx Hi there, patient! As we all know, the cheese touch is one of the most dangerous infections out there, so you did the right thing by containing it! First degree murder, vehicular manslaughter, and arson are all viable cures to eradicate this danger! Take care!",,arson
575,BLM❀Sisyphus/Arson✿,@Cocainebaby66 well a goth girl told me to watch this so,,arson
576,Oceanid pours water on you.,@PyroRegisvine At least I don’t commit arson. So childish.,he/they for oceanid,arson
577,Childish_Gidbino,"@steamed_arson Oh boy we got an lgbt, i refuse to watch it, watch dragon ball, it’s explosions and muscle and it’s fucking lit",,arson
578,ERR_MARI.EXE_NOT_FOUND,help i rlly like the name arson but like i also love my birth name but idk if i even wanna use arson but also ITS SUCH A COOL NAME??? but also i like marijeta but also like do i rven wanna use arson like i dont even know what i want anymore ahahshsnnddnd, committing arson,arson
579,🖤⛓🥀𝓀𝓇𝑒😒𝓉𝓎𝓃🥀⛓🖤,"A list of things I wanna do if I get cuffed before December:

1) Arson 
2) hold hands",,arson
580,phi,@bombasticboino asexual dog arson,17 | persia aisha,arson
